id	filename	md5	size	state
35fe03dd-d7f1-46ee-b9d1-ff0136154bef	TCGA-AG-3598-10A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	47f69824a55f539990b973b4fdf87a42	4108051607	released
7de6bf6f-a5b9-4eb3-aca1-c72070c6f897	TCGA-AF-2689-01A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	72670d51c4f2475c23630cee205612b8	4502128646	released
020c09b6-343e-4c62-9879-bbf570083f16	TCGA-AF-3400-01A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	544fd651ac3c8a8a190bf6842d807455	4530585480	released
946ebe91-b00c-4c96-be31-2ef7adc8566b	TCGA-AG-3587-10A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	700f2ec383b709b75890eac6d58ce5bf	4602736745	released
c2ed36b0-cffb-4cea-a7f3-f025006e3d30	TCGA-AG-3602-01A-02D-1989-10_gapfillers_Illumina_gdc_realn.bam	396d42de20282b83594ede0c4988edda	4780924626	released
53280fd3-fb02-4004-a14e-3c75a046276d	TCGA-AG-3582-10A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	2d9921449bf1d250a46d3e6081773443	4798210733	released
67976b6b-4f96-463b-9b13-d7985f56ebd2	TCGA-AF-2689-10A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	ba2218ec0d0066dc5c385a79fae437ad	4870199888	released
158d9147-e998-4c38-aa6c-af078dc73641	TCGA-AF-2691-01A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	d2d7eb3df1b0562fa019da11c2581ef8	4874587930	released
8c81b31f-8ef7-4766-bb94-2d63eb539f74	TCGA-AF-2691-10A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	14c9fff68d43102dfd2db19027bc463b	4901451287	released
12e92aba-7e5e-43d0-b362-95da241d0fc0	TCGA-AG-3583-01A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	664ffb22fe6dfc0cbe56bea69e0bfc71	4973700646	released
470ca13d-52be-41b8-b966-97b3fe33ccaf	TCGA-AG-3598-01A-01D-1989-10_gapfillers_Illumina_gdc_realn.bam	f5b1129a65c55c01d22dc5e7b125f2de	5075590629	released
