id	filename	md5	size	state
a85039dd-0e37-4f9f-a24e-a95f45d95653	G1744.TCGA-06-0188-10B-01D.2.bam	d93a57e1ca56f9a20f6a6144610aa5ef	495326445324	live
06f9237f-6dc2-4d16-a8cd-34a74bbcefc5	G2147.TCGA-06-0648-10A-01D.9.bam	ce5daf306f078ac8a282edee10e63cba	430640680534	live
4af17e02-7d17-41c3-9ee7-32c7c1d5e163	G49538.TCGA-19-1389-01A-01D-2319-08.1.bam	557afca1ac806ccd14b6322b71c1a877	409151152480	live
9b5a849c-703d-4d9c-81f4-6bd061fd21a8	G49538.TCGA-06-0171-01A-02D-A33C-08.2.bam	727fdc6c985af90dc2fb97056ea46053	408792544924	live
919cb7d8-9d21-4fcf-9a4c-c2c3f48c0566	TCGA-06-0648-10A-01D-0507-08_IlluminaGA-DNASeq_whole.bam	09d874ca7a87801095b8b18206e84a0e	405904921737	live
2b476879-3ae6-47e3-b0f0-4761a4d3f5d9	TCGA-06-0145-01A-01D-0507-08_IlluminaGA-DNASeq_whole.bam	9e67ebffd1ff61c51c2b3d68d6da8eef	389220479310	live
4b1cadd4-8145-4ee1-9cf0-adbab0fa453e	TCGA-06-0145-10A-01D-0507-08_IlluminaGA-DNASeq_whole.bam	450f2a7f96690508db36feda2a1ca8b1	384197406095	live
8e403d99-1eb2-445f-9ebd-af4dde907b49	G49538.TCGA-06-0171-02A-11D-2280-08.2.bam	e17017fb21adb7f41d31d2cbb41d508a	374186873868	live
f914936d-6a0e-409c-b8e2-fee674db0986	G2144.TCGA-06-0145-10A-01D.12.bam	2d99e3e1e2271bc7a2ad789cea69f436	368035656242	live
e271b72c-97e8-44bd-b046-b7ff84eaa806	G2144.TCGA-06-0145-01A-01D.13.bam	5af97a7b8856b3fccd7922c72df84a6c	367438520826	live
5120b191-e1bb-49c6-9f87-858a75e3a730	G49538.TCGA-19-1389-02A-21D-A32W-08.1.bam	d15c86d2ea991ab0cd5da5b05514e2cd	365497280372	live
df7c4f69-5926-485c-afb4-d5f92da4f948	TCGA-06-0208-01A-01D-0374-10_SOLiD.bam	1f2b16686a381d1a8bea022658f5a737	365306065834	live
2ff37906-c3cc-463a-90dc-10485903705d	G49538.TCGA-06-0125-02A-11D-2280-08.2.bam	64bbd73d67c9a99501ccda623fc1a5f5	355814626698	live
d570bacc-b2c6-4a79-a790-87ef2902f24b	TCGA-06-0137-01A-03D-0513-10_SOLiD.bam	9a912987ab3c8d7535e27b252c4f6624	354833692531	live
631bce1e-fa7a-4ec3-9545-15630ca0c249	G49538.TCGA-06-0211-02A-02D-2280-08.1.bam	c28db218a08cf4f6bb3b0b95dd4c67bf	347140471818	live
