id	filename	md5	size	state
bf170318-375c-45e4-8ef6-33be0467953a	C282.TCGA-06-0185-01A-01W.7_gdc_realn.bam	e8d6d0add0f03ad6c99a0e392add1b7d	2877327296	released
6917c41a-da1b-4198-9611-9e4aa3d24cb7	C484.TCGA-12-0692-10A-01D-1492-08.4_gdc_realn.bam	e3a1f8e713a4822a0585dcb147c6938b	5210303439	released
3573e076-8723-43ea-83c7-b4172a05a8e4	C484.TCGA-19-A6J5-10A-01D-A33W-08.1_gdc_realn.bam	af101800efacb8a77268a1476ac80c57	6432846264	released
9af26d5b-ed91-4e42-b278-4eb0616926fe	C484.TCGA-06-A5U0-01A-11D-A33T-08.1_gdc_realn.bam	72e16f311afe7a2e0e8a78f90945c1b9	6527841539	released
d501d6a9-8d39-45a9-83ea-20b88e57da68	C484.TCGA-RR-A6KA-10A-01D-A33W-08.1_gdc_realn.bam	be8e6d83333a3983180fb46797a87f1a	6836436552	released
acc7c8ff-4f35-4eda-81ca-fb2c22f35577	C484.TCGA-4W-AA9T-10A-01D-A394-08.2_gdc_realn.bam	1804fc71262f8364fbcd874f3d64052c	6848732937	released
49278925-4b6e-4246-bd28-33ccb6dfee46	C484.TCGA-06-A7TL-01A-11D-A391-08.2_gdc_realn.bam	97c37be61d6b6bd2d81c6b51dfb56623	7179474402	released
0089e82b-40fa-4a51-8bca-066457220a0d	C484.TCGA-4W-AA9R-10A-01D-A394-08.2_gdc_realn.bam	ad9d5c691faf200608e4035679f218e1	7432435092	released
c447faf9-c2e2-4d27-bf77-2e0de4c43988	C282.TCGA-27-1832-10A-01W-0644-08.4_gdc_realn.bam	3069fc2702fa868cf851cb197134d429	7434769774	released
80488a06-2b60-4d5c-a62d-915d436365f9	C484.TCGA-RR-A6KB-10A-01D-A33W-08.1_gdc_realn.bam	f0777645af876ed1a7dbafd7251c9914	7491944182	released
3ad4b633-974a-4c76-80f1-189c67dbad02	C484.TCGA-OX-A56R-10A-01D-A33W-08.1_gdc_realn.bam	bbe57d83cf0c7c6a38d43bb6de919358	7706299958	released
7ee846d2-3caf-40af-b0ea-467c59734c0f	C484.TCGA-06-A6S0-10A-01D-A33W-08.1_gdc_realn.bam	e0f41171d175e8e72593242be10be8b4	7709773909	released
129d8628-1afc-4ea3-84b2-04d1f591c2e5	C484.TCGA-19-A6J4-01A-11D-A33T-08.1_gdc_realn.bam	909e6ac42e691e23b714bbb7e8b8f68f	7757126868	released
d9c35e06-690c-498d-b726-d2b05edb371c	C484.TCGA-06-A7TL-10A-01D-A394-08.2_gdc_realn.bam	f8b1afc87da13f5002a1f940d9a9c468	7777059787	released
72a8d55d-468f-4cb9-8633-590625091a82	C484.TCGA-4W-AA9S-10A-01D-A394-08.2_gdc_realn.bam	5cda488232d7b6dd027530c436838d80	7802185186	released
df05603d-ff2f-4ddc-ab9f-6eaaf92cf460	C484.TCGA-19-5959-10A-01D-1696-08.1_gdc_realn.bam	235076f5e990b9343659ce2464cbe9d0	7877604388	released
a43429d4-50dc-4d04-9e21-e9033b6d91aa	C484.TCGA-06-A6S0-01A-11D-A33T-08.1_gdc_realn.bam	b308b8856fe1e2059f1a5e081afba9f1	7940719464	released
486180e0-f757-4c4c-9a8b-a4b8c3146875	C484.TCGA-19-A6J5-01A-21D-A33T-08.1_gdc_realn.bam	5c46a4479172d9a67b9ea9ab8635916a	7965337176	released
4a67c5e5-8d1f-4ce5-826e-35daf5f8c761	C484.TCGA-4W-AA9T-01A-11D-A391-08.2_gdc_realn.bam	da613cad1eb91889b9a800dea8ca7241	8028520626	released
d416b790-5c50-42c9-ab33-c53a41fd1f8b	C484.TCGA-RR-A6KC-01A-31D-A33T-08.1_gdc_realn.bam	cb20621edc688302fcc7a887bf1555c8	8038940658	released
5235910a-ab0e-4777-8bdd-18bbde00f779	C484.TCGA-RR-A6KC-10A-01D-A33W-08.1_gdc_realn.bam	68b08de6eeaec860e86a7e220e73f4a4	8198976850	released
08e280f7-6fea-40c5-a232-252a520522a9	C484.TCGA-06-A5U0-10A-01D-A33W-08.1_gdc_realn.bam	415f87eddd21ac8f75d3e9f96c264a4c	8203993467	released
d95d223f-d494-44f2-90ec-1e3d955ecdac	C484.TCGA-19-A60I-01A-12D-A33T-08.1_gdc_realn.bam	260085ef4d732e2d16e67bd8b9150f74	8263470274	released
92bf9389-1abc-4254-acad-37230812ea67	C484.TCGA-19-A6J4-10A-01D-A33W-08.1_gdc_realn.bam	3dfdbb91c2a542784b8a9f9407771baf	8269675985	released
b1ff3469-32df-4804-a90c-d851229d5f3b	C484.TCGA-RR-A6KB-01A-12D-A33T-08.1_gdc_realn.bam	08c125da0abda9d6f28afd8084c69062	8397880950	released
